event_id,timestamp,source_ip,endpoint,attack_type,severity,payload_sample,detected_by_ruleset
evt_01719,2026-08-10 13:33:26,160.111.93.250,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00805,2026-08-10 13:47:03,99.4.204.1,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_01174,2026-08-10 13:55:58,82.193.8.166,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01563,2026-08-10 15:05:04,84.229.176.199,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01074,2026-08-10 16:02:01,73.195.214.248,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00768,2026-08-10 17:24:55,20.38.116.54,/api/v1/users,none,low,-,0
evt_01822,2026-08-10 17:31:11,168.116.26.150,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00176,2026-08-10 17:51:52,4.14.115.189,/config/exposed.env,none,low,-,0
evt_01451,2026-08-10 18:09:32,63.57.3.133,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00611,2026-08-10 18:22:18,153.107.150.96,/search,none,low,-,0
evt_01730,2026-08-10 18:38:42,153.107.150.96,/search,none,low,-,0
evt_00863,2026-08-10 20:05:24,32.249.3.40,/search,xss,high,q=<script>alert(1)</script>,1
evt_02129,2026-08-10 20:49:03,158.43.229.18,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01948,2026-08-10 21:00:47,93.181.223.148,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02453,2026-08-10 21:45:52,159.124.81.250,/config/exposed.env,none,low,-,0
evt_01981,2026-08-10 22:03:22,171.12.15.22,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00380,2026-08-10 22:36:20,177.53.25.238,/config/exposed.env,none,low,-,0
evt_00053,2026-08-10 23:01:56,28.248.98.26,/upload,none,low,-,0
evt_01375,2026-08-10 23:14:19,205.54.237.107,/api/v1/users,none,low,-,0
evt_00565,2026-08-11 00:11:18,155.11.23.30,/admin/login,none,low,-,0
evt_01319,2026-08-11 02:13:48,32.249.3.40,/search,none,low,-,0
evt_00840,2026-08-11 02:28:23,216.255.169.4,/search,none,low,-,0
evt_01181,2026-08-11 03:00:02,44.189.235.53,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00557,2026-08-11 03:13:48,21.214.161.240,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00120,2026-08-11 03:35:23,29.32.71.133,/search,none,low,-,0
evt_00800,2026-08-11 03:39:29,102.28.236.64,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02009,2026-08-11 03:52:54,49.102.48.138,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_02014,2026-08-11 03:59:39,21.214.161.240,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01368,2026-08-11 06:07:02,130.106.226.225,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00371,2026-08-11 07:36:50,215.53.45.167,/search,none,low,-,0
evt_01957,2026-08-11 07:40:10,44.237.91.243,/upload,none,low,-,0
evt_00719,2026-08-11 08:37:36,28.248.98.26,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02216,2026-08-11 08:54:41,9.104.217.143,/config/exposed.env,none,low,-,0
evt_02478,2026-08-11 09:03:32,51.234.58.68,/admin/login,none,low,-,0
evt_01893,2026-08-11 11:08:00,189.180.156.73,/admin/login,none,low,-,0
evt_00803,2026-08-11 11:54:48,212.69.142.217,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01988,2026-08-11 12:45:31,142.196.195.124,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00465,2026-08-11 12:52:50,43.61.102.224,/config/exposed.env,none,low,-,0
evt_00195,2026-08-11 13:35:08,91.150.252.92,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01323,2026-08-11 13:45:19,171.12.15.22,/config/exposed.env,none,low,-,0
evt_00773,2026-08-11 14:46:28,141.127.224.84,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00277,2026-08-11 14:55:07,168.116.26.150,/search,none,low,-,0
evt_01417,2026-08-11 15:04:43,159.124.81.250,/config/exposed.env,none,low,-,0
evt_01312,2026-08-11 15:06:31,133.223.184.161,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_01843,2026-08-11 15:14:14,75.91.81.197,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01949,2026-08-11 15:23:09,9.251.149.159,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01870,2026-08-11 15:46:49,9.251.149.159,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00268,2026-08-11 15:51:42,212.69.142.217,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00314,2026-08-11 15:52:54,148.251.160.134,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01192,2026-08-11 17:10:34,179.24.52.100,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01504,2026-08-11 17:30:16,84.56.154.248,/api/v1/users,none,low,-,0
evt_00076,2026-08-11 18:41:25,159.124.81.250,/config/exposed.env,none,low,-,0
evt_00824,2026-08-11 19:03:24,158.43.229.18,/api/v1/users,none,low,-,0
evt_01974,2026-08-11 19:12:02,86.22.155.108,/api/v1/users,none,low,-,0
evt_01536,2026-08-11 19:50:23,82.113.53.240,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00036,2026-08-11 20:34:14,221.235.77.58,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_01961,2026-08-11 20:48:20,181.162.97.216,/config/exposed.env,none,low,-,0
evt_01598,2026-08-11 22:15:19,107.149.210.111,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01025,2026-08-11 23:04:38,37.10.150.40,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_02038,2026-08-11 23:28:20,165.26.252.152,/api/v1/users,none,low,-,0
evt_00691,2026-08-11 23:31:39,206.72.62.131,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_02321,2026-08-11 23:49:04,202.111.95.245,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00553,2026-08-12 00:08:46,49.102.48.138,/config/exposed.env,none,low,-,0
evt_02284,2026-08-12 00:33:07,9.104.217.143,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00681,2026-08-12 01:21:10,80.179.83.185,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_00593,2026-08-12 01:27:22,180.233.154.20,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_02493,2026-08-12 01:34:04,168.116.26.150,/config/exposed.env,none,low,-,0
evt_02475,2026-08-12 02:15:50,181.162.97.216,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00907,2026-08-12 02:21:12,212.69.142.217,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00978,2026-08-12 02:31:54,127.11.90.136,/api/v1/users,none,low,-,0
evt_00724,2026-08-12 02:53:08,212.69.142.217,/api/v1/users,none,low,-,0
evt_00732,2026-08-12 03:42:19,188.177.250.233,/upload,none,low,-,0
evt_00693,2026-08-12 04:02:46,16.207.236.136,/admin/login,none,low,-,0
evt_00404,2026-08-12 04:03:43,78.219.46.181,/admin/login,none,low,-,0
evt_02393,2026-08-12 04:04:50,122.248.254.85,/admin/login,none,low,-,0
evt_02253,2026-08-12 04:22:10,188.61.158.1,/config/exposed.env,none,low,-,0
evt_00443,2026-08-12 05:21:25,117.182.240.33,/upload,none,low,-,0
evt_00205,2026-08-12 05:27:00,117.144.34.215,/search,none,low,-,0
evt_02458,2026-08-12 05:48:44,205.54.237.107,/upload,none,low,-,0
evt_01619,2026-08-12 05:58:21,212.73.18.198,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01277,2026-08-12 07:58:58,82.113.53.240,/admin/login,none,low,-,0
evt_00081,2026-08-12 07:59:08,30.165.154.95,/api/v1/users,none,low,-,0
evt_00741,2026-08-12 08:05:53,73.195.214.248,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_02188,2026-08-12 08:06:27,205.54.237.107,/search,xss,high,q=<script>alert(1)</script>,1
evt_02150,2026-08-12 08:28:06,79.179.168.141,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00985,2026-08-12 08:46:47,16.185.58.232,/upload,none,low,-,0
evt_01366,2026-08-12 10:13:12,209.169.90.253,/admin/login,none,low,-,0
evt_00247,2026-08-12 10:50:11,9.104.217.143,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01996,2026-08-12 11:34:52,148.251.160.134,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00433,2026-08-12 11:36:53,69.2.168.249,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_02072,2026-08-12 11:50:33,14.150.241.72,/api/v1/users,none,low,-,0
evt_01233,2026-08-12 12:19:23,157.80.108.82,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01953,2026-08-12 13:12:20,176.133.114.228,/config/exposed.env,none,low,-,0
evt_01465,2026-08-12 13:21:09,193.203.178.54,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01333,2026-08-12 13:26:29,21.117.177.176,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00631,2026-08-12 13:35:00,81.154.21.220,/api/v1/users,none,low,-,0
evt_00078,2026-08-12 14:04:45,131.12.158.4,/config/exposed.env,none,low,-,0
evt_01103,2026-08-12 14:15:41,216.255.169.4,/api/v1/users,none,low,-,0
evt_00815,2026-08-12 15:00:29,171.12.15.22,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01003,2026-08-12 15:20:43,183.251.246.232,/config/exposed.env,none,low,-,0
evt_02359,2026-08-12 15:55:45,1.67.6.4,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01122,2026-08-12 17:24:21,55.10.25.202,/api/v1/users,none,low,-,0
evt_02495,2026-08-12 17:30:09,117.48.248.80,/upload,none,low,-,0
evt_01228,2026-08-12 17:34:09,191.224.185.139,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01655,2026-08-12 17:43:33,9.104.217.143,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00310,2026-08-12 18:08:36,159.124.81.250,/admin/login,none,low,-,0
evt_01492,2026-08-12 18:27:49,196.188.216.14,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00832,2026-08-12 19:58:19,28.248.98.26,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00150,2026-08-12 20:01:08,55.10.25.202,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00848,2026-08-12 20:18:35,99.69.215.11,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00019,2026-08-12 21:26:03,168.83.144.41,/search,xss,high,q=<script>alert(1)</script>,1
evt_02343,2026-08-12 22:02:11,168.116.26.150,/config/exposed.env,none,low,-,0
evt_02281,2026-08-12 23:00:01,177.53.25.238,/search,none,low,-,0
evt_00349,2026-08-12 23:25:22,167.173.232.213,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01204,2026-08-12 23:37:59,171.12.15.22,/api/v1/users,none,low,-,0
evt_00055,2026-08-13 00:10:01,114.203.122.82,/search,none,low,-,0
evt_01497,2026-08-13 00:29:07,9.104.217.143,/config/exposed.env,none,low,-,0
evt_00460,2026-08-13 01:02:33,189.202.116.115,/api/v1/users,none,low,-,0
evt_02362,2026-08-13 01:11:03,22.188.198.252,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00717,2026-08-13 01:34:36,215.18.88.152,/admin/login,none,low,-,0
evt_00854,2026-08-13 01:39:47,193.55.214.187,/api/v1/users,none,low,-,0
evt_01409,2026-08-13 01:48:49,39.104.141.104,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00431,2026-08-13 01:56:18,47.74.231.36,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00877,2026-08-13 02:18:38,50.78.229.74,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01291,2026-08-13 03:08:04,205.54.237.107,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01262,2026-08-13 03:18:17,32.249.3.40,/admin/login,none,low,-,0
evt_01030,2026-08-13 04:14:16,102.52.48.17,/search,xss,high,q=<script>alert(1)</script>,1
evt_02387,2026-08-13 04:19:48,50.78.229.74,/search,none,low,-,0
evt_01474,2026-08-13 05:05:57,75.91.81.197,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00722,2026-08-13 05:53:50,165.232.118.64,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00455,2026-08-13 05:58:43,159.124.81.250,/search,none,low,-,0
evt_02156,2026-08-13 06:09:25,171.12.15.22,/search,sqli,critical,q=' OR '1'='1' --,1
evt_01292,2026-08-13 06:46:21,205.54.237.107,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02179,2026-08-13 07:27:15,124.134.126.98,/api/v1/users,none,low,-,0
evt_00607,2026-08-13 08:24:22,2.117.20.57,/search,xss,high,q=<script>alert(1)</script>,1
evt_00038,2026-08-13 08:39:25,32.249.3.40,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00266,2026-08-13 09:17:17,72.191.60.95,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_02020,2026-08-13 09:24:09,106.224.32.173,/api/v1/users,none,low,-,0
evt_01363,2026-08-13 10:13:54,163.216.28.36,/config/exposed.env,none,low,-,0
evt_01273,2026-08-13 10:20:01,127.107.152.121,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00106,2026-08-13 11:45:19,158.43.229.18,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00360,2026-08-13 12:04:08,206.115.6.189,/api/v1/users,none,low,-,0
evt_00953,2026-08-13 13:35:02,82.113.53.240,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00909,2026-08-13 13:58:27,177.53.25.238,/search,xss,high,q=<script>alert(1)</script>,1
evt_01575,2026-08-13 14:12:22,212.69.142.217,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_02421,2026-08-13 14:30:34,73.195.214.248,/config/exposed.env,none,low,-,0
evt_01469,2026-08-13 15:19:27,75.91.81.197,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00482,2026-08-13 16:03:15,21.214.161.240,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01582,2026-08-13 16:10:26,2.117.20.57,/upload,none,low,-,0
evt_00653,2026-08-13 16:22:10,176.227.110.180,/admin/login,none,low,-,0
evt_01867,2026-08-13 17:56:21,50.78.229.74,/admin/login,none,low,-,0
evt_00930,2026-08-13 18:35:17,215.53.45.167,/config/exposed.env,none,low,-,0
evt_00594,2026-08-13 19:26:32,32.249.3.40,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01644,2026-08-13 19:37:16,160.246.93.36,/admin/login,none,low,-,0
evt_00162,2026-08-13 19:45:17,190.151.52.6,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02136,2026-08-13 19:46:50,17.53.112.159,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00748,2026-08-13 20:02:51,181.162.97.216,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00596,2026-08-13 20:56:21,119.202.69.202,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01210,2026-08-13 21:23:07,215.53.45.167,/admin/login,none,low,-,0
evt_01081,2026-08-13 21:29:57,46.67.26.72,/search,xss,high,q=<script>alert(1)</script>,1
evt_01302,2026-08-13 21:33:12,210.70.30.42,/api/v1/users,none,low,-,0
evt_00856,2026-08-13 22:36:06,40.116.184.199,/search,none,low,-,0
evt_00320,2026-08-13 23:17:56,51.234.58.68,/upload,none,low,-,0
evt_02486,2026-08-13 23:34:27,202.111.95.245,/search,xss,high,q=<script>alert(1)</script>,1
evt_01311,2026-08-13 23:44:08,69.2.168.249,/upload,none,low,-,0
evt_00385,2026-08-14 00:10:20,2.117.20.57,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01752,2026-08-14 00:46:21,76.228.167.174,/search,xss,high,q=<script>alert(1)</script>,1
evt_01314,2026-08-14 01:01:51,32.249.3.40,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01747,2026-08-14 01:18:28,102.52.48.17,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_00990,2026-08-14 01:18:54,201.205.127.235,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01086,2026-08-14 01:26:35,51.104.140.138,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00922,2026-08-14 01:27:05,19.30.135.212,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01935,2026-08-14 01:57:34,189.143.114.133,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00601,2026-08-14 02:03:01,177.222.190.162,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00384,2026-08-14 02:04:01,9.61.74.199,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01628,2026-08-14 02:05:09,209.237.152.160,/api/v1/users,none,low,-,0
evt_01173,2026-08-14 02:19:35,47.220.238.87,/search,none,low,-,0
evt_01108,2026-08-14 03:29:37,36.31.33.51,/api/v1/users,none,low,-,0
evt_00867,2026-08-14 03:35:21,117.77.249.251,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_01215,2026-08-14 03:41:02,82.113.53.240,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00485,2026-08-14 05:51:47,181.162.97.216,/upload,none,low,-,0
evt_00357,2026-08-14 06:13:01,160.215.102.39,/upload,none,low,-,0
evt_02097,2026-08-14 06:47:48,137.115.153.240,/admin/login,none,low,-,0
evt_01800,2026-08-14 07:08:52,49.102.48.138,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00092,2026-08-14 07:58:17,102.52.48.17,/api/v1/users,none,low,-,0
evt_00280,2026-08-14 07:59:30,8.236.58.116,/search,none,low,-,0
evt_00504,2026-08-14 08:07:12,65.122.83.243,/config/exposed.env,none,low,-,0
evt_02382,2026-08-14 08:24:01,214.44.73.54,/config/exposed.env,none,low,-,0
evt_02092,2026-08-14 08:34:51,88.188.114.3,/admin/login,none,low,-,0
evt_00348,2026-08-14 08:47:15,74.183.102.185,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00325,2026-08-14 08:52:51,159.124.81.250,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00142,2026-08-14 09:07:18,159.124.81.250,/search,none,low,-,0
evt_01002,2026-08-14 09:21:06,158.117.194.199,/admin/login,brute_force,high,username=admin&password={guess},1
evt_02026,2026-08-14 10:02:43,207.253.36.93,/config/exposed.env,none,low,-,0
evt_00143,2026-08-14 10:20:09,214.44.73.54,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02379,2026-08-14 10:51:14,214.44.73.54,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00047,2026-08-14 10:51:25,50.78.229.74,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_01418,2026-08-14 10:56:56,49.102.48.138,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_02406,2026-08-14 11:01:45,202.111.95.245,/api/v1/users,none,low,-,0
evt_00782,2026-08-14 11:18:34,177.53.25.238,/search,none,low,-,0
evt_00473,2026-08-14 11:56:03,65.207.185.111,/search,xss,high,q=<script>alert(1)</script>,1
evt_00621,2026-08-14 12:45:52,141.48.39.94,/config/exposed.env,none,low,-,0
evt_02251,2026-08-14 12:50:40,155.132.109.62,/upload,none,low,-,0
evt_00013,2026-08-14 14:40:12,202.111.95.245,/admin/login,none,low,-,0
evt_00422,2026-08-14 14:52:14,28.248.98.26,/search,sqli,critical,q=' OR '1'='1' --,1
evt_00397,2026-08-14 15:15:11,51.234.58.68,/config/exposed.env,none,low,-,0
evt_02220,2026-08-14 15:38:55,189.236.229.191,/config/exposed.env,none,low,-,0
evt_02322,2026-08-14 16:20:02,220.197.131.250,/api/v1/users,none,low,-,0
evt_00704,2026-08-14 16:47:21,50.78.229.74,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_02057,2026-08-14 16:53:05,211.110.90.119,/config/exposed.env,none,low,-,0
evt_00919,2026-08-14 17:20:10,121.38.166.120,/upload,none,low,-,0
evt_02238,2026-08-14 17:32:02,118.215.174.103,/search,sqli,critical,q=' OR '1'='1' --,1
evt_02401,2026-08-14 17:50:26,102.52.48.17,/api/v1/users,none,low,-,0
evt_02162,2026-08-14 17:52:36,21.214.161.240,/api/v1/users,none,low,-,0
evt_01741,2026-08-14 18:01:56,68.91.184.183,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_00335,2026-08-14 18:17:28,172.22.203.119,/upload,none,low,-,0
evt_02433,2026-08-14 19:08:22,55.10.25.202,/upload,none,low,-,0
evt_00831,2026-08-14 20:04:10,205.190.67.227,/admin/login,none,low,-,0
evt_00161,2026-08-14 20:13:31,176.63.180.206,/admin/login,none,low,-,0
evt_01067,2026-08-14 20:56:54,82.113.53.240,/api/v1/users,none,low,-,0
evt_02283,2026-08-14 21:04:31,222.124.130.252,/api/v1/users,none,low,-,0
evt_02004,2026-08-14 21:29:58,124.98.96.108,/admin/login,none,low,-,0
evt_01178,2026-08-14 22:00:15,102.52.48.17,/admin/login,none,low,-,0
evt_02270,2026-08-14 22:20:05,2.117.20.57,/search,none,low,-,0
evt_00779,2026-08-14 23:02:58,148.251.160.134,/admin/login,brute_force,high,username=admin&password={guess},1
evt_01682,2026-08-14 23:49:05,181.162.97.216,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01282,2026-08-14 23:51:18,49.163.15.246,/search,xss,high,q=<script>alert(1)</script>,1
evt_00235,2026-08-15 00:13:13,153.107.150.96,/api/v1/users,none,low,-,0
evt_01723,2026-08-15 00:41:36,168.116.26.150,/config/exposed.env,none,low,-,0
evt_01882,2026-08-15 01:25:21,153.162.103.144,/config/exposed.env,none,low,-,0
evt_00054,2026-08-15 01:58:12,34.243.98.228,/admin/login,none,low,-,0
evt_01651,2026-08-15 01:59:19,21.214.161.240,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01623,2026-08-15 02:19:18,102.52.48.17,/admin/login,none,low,-,0
evt_00798,2026-08-15 02:41:28,185.227.10.8,/upload,none,low,-,0
evt_00263,2026-08-15 03:30:50,177.53.25.238,/config/exposed.env,none,low,-,0
evt_00198,2026-08-15 03:55:54,120.1.57.72,/search,xss,high,q=<script>alert(1)</script>,1
evt_01005,2026-08-15 04:30:25,44.9.0.5,/upload,none,low,-,0
evt_01411,2026-08-15 04:31:06,130.78.210.192,/search,xss,high,q=<script>alert(1)</script>,1
evt_00231,2026-08-15 04:35:03,49.102.48.138,/search,xss,high,q=<script>alert(1)</script>,1
evt_02391,2026-08-15 05:02:24,126.184.217.157,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00850,2026-08-15 05:23:42,42.207.173.143,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01263,2026-08-15 06:54:20,95.60.223.218,/config/exposed.env,none,low,-,0
evt_00481,2026-08-15 07:43:40,195.20.1.56,/config/exposed.env,none,low,-,0
evt_01099,2026-08-15 08:22:51,58.181.22.237,/admin/login,none,low,-,0
evt_01629,2026-08-15 08:41:34,209.169.90.253,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_00512,2026-08-15 08:50:05,52.45.178.99,/search,xss,high,q=<script>alert(1)</script>,1
evt_00637,2026-08-15 09:05:56,205.54.237.107,/api/v1/users,none,low,-,0
evt_00842,2026-08-15 09:14:28,223.120.178.157,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01247,2026-08-15 09:42:37,9.251.149.159,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_02041,2026-08-15 10:06:57,49.102.48.138,/search,xss,high,q=<script>alert(1)</script>,1
evt_01841,2026-08-15 10:14:28,148.251.160.134,/admin/login,none,low,-,0
evt_02054,2026-08-15 10:35:05,143.32.14.228,/config/exposed.env,none,low,-,0
evt_02121,2026-08-15 10:52:01,28.248.98.26,/api/v1/users,none,low,-,0
evt_00795,2026-08-15 11:10:05,160.196.117.199,/api/v1/users,none,low,-,0
evt_02073,2026-08-15 11:11:03,28.248.98.26,/config/exposed.env,none,low,-,0
evt_02112,2026-08-15 11:30:38,153.107.150.96,/search,xss,high,q=<script>alert(1)</script>,1
evt_01842,2026-08-15 12:06:07,56.152.122.93,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_00302,2026-08-15 12:50:10,177.53.25.238,/upload,none,low,-,0
evt_01115,2026-08-15 13:08:48,12.216.148.20,/config/exposed.env,none,low,-,0
evt_02115,2026-08-15 14:20:45,162.198.94.29,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01874,2026-08-15 14:54:17,181.162.97.216,/api/v1/users,none,low,-,0
evt_00089,2026-08-15 15:24:34,116.70.185.77,/upload,malicious_file_upload,critical,filename=shell.php.jpg,1
evt_01983,2026-08-15 15:40:05,168.116.26.150,/admin/login,none,low,-,0
evt_02319,2026-08-15 16:31:32,170.224.27.99,/upload,none,low,-,0
evt_01861,2026-08-15 16:58:43,171.225.215.135,/admin/login,none,low,-,0
evt_00929,2026-08-15 17:34:28,100.162.14.82,/config/exposed.env,none,low,-,0
evt_01123,2026-08-15 17:38:36,64.130.50.12,/config/exposed.env,none,low,-,0
evt_02310,2026-08-15 17:54:01,132.60.116.6,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
evt_02080,2026-08-15 18:32:17,51.234.58.68,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_00417,2026-08-15 18:47:46,49.172.177.155,/api/v1/users,api_enumeration,medium,GET /api/v1/users?id={n},1
evt_01340,2026-08-15 19:42:34,120.1.57.72,/admin/login,brute_force,high,username=admin&password={guess},1
evt_00983,2026-08-15 19:46:57,181.162.97.216,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_02046,2026-08-15 19:47:18,223.245.34.91,/upload,none,low,-,0
evt_00375,2026-08-15 19:48:47,171.249.129.116,/admin/login,none,low,-,0
evt_01785,2026-08-15 22:01:58,50.78.229.74,/search,xss,high,q=<script>alert(1)</script>,1
evt_02286,2026-08-15 22:06:30,16.248.227.226,/admin/login,none,low,-,0
evt_01434,2026-08-15 22:47:32,151.33.16.242,/admin/login,none,low,-,0
evt_00604,2026-08-15 23:02:36,21.214.161.240,/admin/login,credential_stuffing,high,username={user}&password={leaked_pw},1
evt_01440,2026-08-15 23:05:11,55.13.166.91,/upload,none,low,-,0
evt_00373,2026-08-16 01:40:25,75.91.81.197,/api/v1/users,idor_probe,high,GET /api/v1/users?id={n}&token=none,1
evt_02476,2026-08-16 01:44:25,209.169.90.253,/config/exposed.env,config_exposure_probe,medium,GET /config/exposed.env HTTP/1.1,1
